,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
1437,1437,10108,Annaëlle Tchakounté,65,65,48,58,64,64,65,63,67,43,47,55,45,43,52,51,59,49,66,53,58,63,65,61,66,67,62,65,55,64,68,62,70,52,75,56,LB,3,3,Right,"174cm / 5'9""",65kg / 143lb,,21,France,Arkema PL,Strasbourg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/annaelle-tchakounte/265005,,,,,
1438,1438,10108,Manssita Traoré,65,81,62,51,74,47,54,79,83,68,64,58,62,59,57,49,43,51,57,48,48,76,74,69,63,74,65,49,53,45,48,40,69,52,61,35,ST,3,3,Right,"163cm / 5'4""",57kg / 126lb,RW,21,France,Arkema PL,Paris SG,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manssita-traore/272607,,,,,
1439,1439,10108,Matilda Vinberg,65,62,66,62,63,57,65,67,57,70,69,70,64,49,45,59,56,60,67,63,52,63,59,70,68,65,55,65,51,52,60,56,64,69,68,53,CM,3,2,Right,"170cm / 5'7""",60kg / 132lb,,21,Sweden,Barclays WSL,Spurs,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matilda-vinberg/279885,,,,,
1440,1440,10108,Clara Wibaut,65,67,66,63,67,39,60,41,35,7,8,47,8,8,13,38,15,12,22,21,15,9,37,45,58,12,23,13,13,10,11,12,44,27,37,21,GK,2,1,Right,"172cm / 5'8""",60kg / 132lb,,19,France,Arkema PL,Stade de Reims,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/clara-wibaut/271898,67.0,66.0,63.0,60.0,67.0
1441,1441,10108,Natalia Wróbel,65,67,59,60,65,55,57,68,67,65,58,62,58,54,50,63,51,42,68,63,41,64,68,59,62,68,67,65,49,40,68,45,60,60,61,41,CM,3,2,Left,"168cm / 5'6""",60kg / 132lb,,21,Poland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/natalia-wrobel/74021,,,,,
1442,1442,10108,Yasmine Zouhir,65,80,63,50,67,22,58,81,80,66,65,60,62,58,59,50,34,40,60,57,37,67,75,57,56,70,45,20,60,15,18,17,76,59,62,40,ST,3,2,Right,"168cm / 5'6""",55kg / 121lb,,19,Morocco,Liga F,Real Betis,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yasmine-zouhir/74025,,,,,
1443,1443,11203,Emma Bissell,64,65,63,56,66,56,61,64,65,63,66,56,68,50,61,62,38,45,65,62,32,68,62,55,64,68,59,61,66,42,65,51,70,59,67,47,CM,3,3,Right,"170cm / 5'7""",64kg / 141lb,CAM,22,England,Barclays WSL,Everton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emma-bissell/277367,,,,,
1444,1444,11203,Milly Clegg,64,67,66,55,64,36,52,66,67,65,68,67,64,56,60,50,53,46,62,55,47,67,60,65,56,65,54,32,61,33,35,26,67,52,60,30,ST,3,2,Right,"174cm / 5'9""",65kg / 143lb,,18,New Zealand,NWSL,Rac. Louisville,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/milly-clegg/276275,,,,,
1445,1445,11203,Emily Dolan,64,61,60,68,60,32,69,32,31,15,10,51,12,15,15,52,17,16,24,20,15,15,35,51,62,20,50,17,25,15,25,20,54,25,52,20,GK,2,1,Right,"165cm / 5'5""",60kg / 132lb,,30,United States,Arkema PL,FC Nantes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emily-dolan/72342,61.0,60.0,68.0,69.0,60.0
1446,1446,11203,Noelia García,64,60,62,62,69,34,64,31,38,7,9,47,10,11,14,34,15,13,17,17,12,12,22,31,60,18,16,11,18,10,16,20,41,21,32,18,GK,2,1,Right,"165cm / 5'5""",60kg / 132lb,,31,Spain,Liga F,SD Eibar,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noelia-garcia/275573,60.0,62.0,62.0,64.0,69.0
1447,1447,11203,Halle Houssein,64,74,58,59,68,43,55,71,77,65,59,58,56,57,47,61,59,34,64,57,55,67,75,77,59,68,58,39,44,36,51,45,56,46,59,56,CAM,3,3,Right,"161cm / 5'3""",58kg / 128lb,,19,England,Barclays WSL,West Ham,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/halle-houssein/266600,,,,,
1448,1448,11203,Sofia Määttä,64,66,59,59,65,54,55,67,66,66,59,62,57,55,49,64,49,41,67,62,40,65,68,58,60,67,68,64,48,38,67,44,57,60,58,40,CM,3,2,Right,"163cm / 5'4""",57kg / 126lb,,19,Finland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofia-maatta/74017,,,,,
1449,1449,11203,Ruby Mace,64,33,40,54,53,64,68,34,32,48,27,63,41,35,52,45,53,48,63,52,50,51,33,34,61,62,63,69,48,67,64,63,57,52,80,61,CB,3,2,Right,"168cm / 5'6""",65kg / 143lb,CM,21,England,Barclays WSL,Leicester City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruby-mace/265342,,,,,
1450,1450,11203,Nazareth Martin,64,61,40,61,63,62,75,62,61,51,30,62,40,37,38,52,60,35,70,60,59,60,72,55,60,65,61,63,40,72,60,59,63,65,82,71,LB,2,2,Right,"180cm / 5'11""",65kg / 143lb,,20,Spain,Liga F,Sevilla FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nazareth-martin/272060,,,,,
1451,1451,11203,Molly McLaughlin,64,66,55,59,63,64,63,67,65,48,59,47,60,36,63,58,45,56,67,61,52,62,58,65,57,68,61,63,65,63,66,60,70,58,64,63,CDM,3,3,Right,"170cm / 5'7""",60kg / 132lb,,24,United States,Ceska Liga Žen,Slavia Praha,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/molly-mc-laughlin/274770,,,,,
1452,1452,11203,Avery Patterson,64,59,63,60,66,39,61,53,63,66,62,66,67,55,52,60,57,51,67,52,50,67,57,67,66,69,51,34,59,35,41,37,62,66,63,50,RM,3,2,Left,"168cm / 5'6""",60kg / 132lb,"LM, RW",22,United States,NWSL,Houston Dash,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/avery-patterson/279811,,,,,
1453,1453,11203,Paulina Platner,64,67,62,55,65,57,59,65,68,67,67,59,60,40,59,64,38,42,63,60,38,66,64,55,64,67,58,59,40,58,60,55,51,64,58,55,CM,2,2,Right,"167cm / 5'6""",58kg / 128lb,,18,Germany,GPFBL,SGS Essen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paulina-platner/73017,,,,,
1454,1454,11203,Kristýna Růžičková,64,65,58,59,64,56,64,64,65,65,61,56,58,30,51,60,48,43,67,63,37,65,48,53,64,69,58,53,64,45,64,59,70,57,69,60,LM,3,3,Right,"172cm / 5'8""",64kg / 141lb,"RM, ST, LW",21,Czech Republic,Ceska Liga Žen,Slavia Praha,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kristyna-ruzickova/275823,,,,,
1455,1455,11203,Marie Steiner,64,71,62,52,66,51,46,71,71,69,64,59,60,55,57,49,47,40,65,40,38,65,67,72,69,68,59,48,60,45,60,40,57,45,41,55,ST,2,3,Right,"155cm / 5'1""",52kg / 115lb,,19,Germany,GPFBL,TSG Hoffenheim,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marie-steiner/274850,,,,,
1456,1456,11203,Lucy Watson,64,68,67,58,65,28,64,64,71,69,72,65,60,61,60,60,60,52,63,39,69,66,68,56,58,65,58,23,36,33,26,25,55,62,69,56,LM,3,3,Left,"167cm / 5'6""",59kg / 130lb,"RM, ST, LW",20,England,Barclays WSL,Chelsea,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucy-watson/270664,,,,,
1457,1457,11203,Luise Wildner,64,58,49,51,60,63,45,58,58,45,49,55,45,38,55,33,62,49,62,40,40,59,57,67,67,64,44,61,60,66,65,57,48,62,33,53,RB,2,2,Right,"166cm / 5'5""",57kg / 126lb,,21,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luise-wildner/72584,,,,,
1458,1458,12239,Oriana Altuve,63,52,66,58,63,42,67,50,54,65,69,60,70,50,70,63,45,55,62,60,63,59,63,56,60,70,60,45,55,36,44,35,61,61,69,70,ST,2,2,Right,"159cm / 5'3""",52kg / 115lb,,31,Venezuela,Liga F,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oriana-altuve/272102,,,,,
1459,1459,12239,Emilie Bernhardt,63,48,46,58,61,67,49,49,48,39,49,40,50,23,55,59,43,41,68,66,34,60,46,63,67,68,59,66,58,72,67,61,50,40,48,63,CB,2,2,Right,"169cm / 5'7""",59kg / 130lb,,22,Germany,GPFBL,Turbine Potsdam,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emilie-bernhardt/265108,,,,,
1460,1460,12239,Aude Bizet,63,34,36,46,52,61,69,33,34,35,29,57,30,33,34,41,33,30,59,45,45,49,42,55,57,59,48,55,69,58,66,59,69,51,82,59,CB,3,2,Right,"175cm / 5'9""",68kg / 150lb,,18,France,Arkema PL,FC Fleury 91,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aude-bizet/270966,,,,,
1461,1461,12239,Delice Boboy,63,71,59,50,64,42,60,70,71,70,61,56,57,48,56,49,43,40,61,42,42,65,67,58,63,63,61,32,60,30,58,35,69,59,62,55,ST,2,2,Right,"169cm / 5'7""",57kg / 126lb,,17,Germany,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/delice-boboy/277263,,,,,
1462,1462,12239,Judith Coquet,63,67,58,60,65,52,56,71,64,58,63,48,59,48,55,63,52,48,65,58,53,65,73,71,66,64,55,63,52,38,61,42,59,64,51,57,CM,3,3,Right,"160cm / 5'3""",53kg / 117lb,CAM,21,France,Arkema PL,Montpellier,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/judith-coquet/277349,,,,,
1463,1463,12239,Evelina Duljan,63,70,59,60,60,59,64,69,71,54,58,62,62,45,60,58,65,56,59,59,65,53,70,69,57,66,59,58,51,58,61,61,64,61,65,66,RB,3,2,Right,"160cm / 5'3""",57kg / 126lb,"LB, CDM",21,Sweden,NWSL,Orlando Pride,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/evelina-duljan/271403,,,,,
1464,1464,12239,Tara Elimbi Gilbert,63,66,39,56,66,58,47,69,63,47,39,42,35,29,39,42,59,27,69,53,55,63,76,74,55,69,58,59,55,54,59,66,52,53,42,49,LB,2,3,Left,"162cm / 5'4""",55kg / 121lb,LW,19,France,Arkema PL,Paris SG,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tara-elimbi-gilbert/278225,,,,,
1465,1465,12239,Lauren Flynn,63,45,39,52,64,63,59,52,40,35,32,52,42,33,39,43,41,30,65,59,44,65,51,70,61,67,63,63,64,66,62,58,65,38,67,66,CB,2,2,Right,"167cm / 5'6""",62kg / 137lb,,22,United States,NWSL,Utah Royals FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lauren-flynn/71613,,,,,
1466,1466,12239,Missy Goodwin,63,69,61,48,67,32,58,69,69,70,60,61,62,60,52,49,37,38,58,43,48,70,72,64,55,67,54,29,57,31,28,31,64,57,59,57,ST,3,2,Right,"163cm / 5'4""",57kg / 126lb,,21,England,Barclays WSL,Leicester City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/missy-goodwin/266556,,,,,
1467,1467,12239,Paula Gutiérrez,63,64,52,59,65,62,54,61,66,77,51,55,50,41,51,64,61,44,62,54,42,61,64,62,67,71,72,65,65,55,71,51,61,62,51,52,CDM,3,2,Right,"170cm / 5'7""",52kg / 115lb,,23,Spain,Liga F,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paula-gutierrez/72147,,,,,
1468,1468,12239,María Jiménez,63,55,38,53,53,63,59,56,55,45,34,50,35,25,49,40,27,30,79,61,35,45,54,57,59,65,50,55,55,59,74,66,63,53,66,50,CB,2,2,Right,"169cm / 5'7""",59kg / 130lb,,23,Spain,Liga F,Real Betis,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-jimenez/272090,,,,,
1469,1469,12239,Sophie Jones,63,50,48,56,60,62,50,48,52,52,47,49,51,47,43,54,41,46,67,62,43,60,45,52,65,65,58,62,42,61,69,61,42,42,52,55,CDM,3,2,Right,"165cm / 5'5""",58kg / 128lb,,23,United States,NWSL,Chicago Red Stars,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sophie-jones/273508,,,,,
1470,1470,12239,Hannah Lehmann,63,64,54,60,61,39,54,59,68,65,59,55,45,38,53,63,62,38,63,57,47,63,55,65,64,60,54,20,39,35,55,40,48,58,55,49,RM,2,3,Right,"165cm / 5'5""",58kg / 128lb,RW,20,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hannah-lehmann/72476,,,,,
1471,1471,12239,Estrella Merino Gonzalez,63,72,61,47,64,44,45,71,72,71,62,62,60,44,56,48,34,38,60,35,39,62,72,54,69,65,60,28,63,36,59,37,57,47,40,53,ST,2,2,Right,"163cm / 5'4""",55kg / 121lb,,17,Germany,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/estrella-merino-gonzalez/277264,,,,,
1472,1472,12239,Josefine Osigus,63,63,64,58,63,32,61,22,48,18,12,44,13,14,19,16,15,18,13,14,17,10,21,50,62,11,17,14,12,15,15,14,35,19,30,19,GK,2,1,Right,"170cm / 5'7""",60kg / 132lb,,19,Germany,GPFBL,1. FC Köln,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josefine-osigus/278000,63.0,64.0,58.0,61.0,63.0
1473,1473,12239,Paula Partido,63,68,66,58,67,34,40,69,68,61,70,62,65,62,51,55,52,56,66,55,55,71,54,54,59,72,55,37,51,35,29,25,46,50,34,40,ST,3,3,Right,"170cm / 5'7""",60kg / 132lb,,19,Spain,Liga F,Sevilla FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paula-partido/273912,,,,,
1474,1474,12239,Leire Peña,63,70,47,54,59,66,65,70,70,60,40,55,51,45,45,60,40,55,60,50,61,60,50,34,51,65,66,70,70,60,70,62,72,66,62,69,CDM,3,2,Left,"164cm / 5'5""",56kg / 123lb,CB,23,Spain,Liga F,SD Eibar,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leire-pena/272033,,,,,
1475,1475,12239,Casey Phair,63,70,62,49,61,17,60,71,70,56,65,61,59,57,56,53,34,54,58,43,42,63,51,51,56,65,58,10,67,11,14,12,79,52,75,28,ST,3,3,Right,"178cm / 5'10""",68kg / 150lb,,17,Korea Republic,NWSL,Angel City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/casey-phair/276482,,,,,
1476,1476,12239,Laura Prieur,63,65,61,59,68,32,59,31,33,9,7,44,8,8,17,28,13,13,24,21,12,11,34,41,57,17,28,13,11,11,13,11,56,25,65,23,GK,2,1,Right,"171cm / 5'7""",67kg / 148lb,,22,France,Arkema PL,En Avant Guingamp,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laura-prieur/267664,65.0,61.0,59.0,59.0,68.0
1477,1477,12239,Andrea Romero,63,62,62,51,66,33,60,30,38,10,9,38,9,10,18,37,9,14,16,11,12,12,22,31,60,18,20,11,11,10,15,12,37,21,30,19,GK,2,1,Right,"162cm / 5'4""",60kg / 132lb,,29,Spain,Liga F,Granada CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-romero/275761,62.0,62.0,51.0,60.0,66.0
1478,1478,12239,Sanadri,63,67,63,60,64,49,60,69,66,61,67,62,60,54,57,63,61,61,60,50,63,65,55,56,61,65,69,49,58,46,51,45,64,56,59,66,ST,3,3,Right,"173cm / 5'8""",59kg / 130lb,,24,Spain,Liga F,Athletic Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sanadri/272262,,,,,
1479,1479,12239,Carlota Sánchez,63,67,52,64,63,59,57,66,67,61,50,61,49,52,41,62,61,45,72,65,42,60,61,61,59,70,60,63,49,59,62,51,59,51,62,49,CM,2,2,Right,"167cm / 5'6""",57kg / 126lb,,22,Spain,Liga F,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carlota-sanchez/72152,,,,,
1480,1480,12239,Katie Startup,63,58,61,66,69,33,64,33,32,7,8,50,13,9,21,58,18,15,32,30,24,21,31,52,50,17,56,8,8,9,14,17,55,23,63,20,GK,2,1,Right,"170cm / 5'7""",64kg / 141lb,,25,England,Barclays WSL,Brighton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katie-startup/266526,58.0,61.0,66.0,64.0,69.0
1481,1481,12239,Lucía Vallejo,63,66,36,61,58,58,51,67,65,52,30,42,41,35,40,48,66,32,70,59,60,55,61,61,50,61,61,57,55,52,65,61,55,62,45,51,LB,2,2,Left,"165cm / 5'5""",55kg / 121lb,,21,Spain,Liga F,RCD Espanyol,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucia-vallejo/72345,,,,,
1482,1482,12239,Elene Viles,63,59,54,65,64,60,50,52,65,61,53,54,54,47,65,64,54,37,80,62,35,67,66,66,61,60,62,51,51,50,75,71,51,52,53,41,RB,2,2,Right,"165cm / 5'5""",52kg / 115lb,,23,Spain,Liga F,Real Sociedad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elene-viles/276809,,,,,
1483,1483,13135,Madison Ayson,62,52,37,48,58,64,55,50,53,30,33,50,37,28,40,34,39,33,60,55,46,56,49,62,65,63,50,64,60,66,64,61,56,52,54,60,CB,2,2,Right,"175cm / 5'9""",66kg / 146lb,,23,United States,NWSL,Houston Dash,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/madison-ayson/72187,,,,,
1484,1484,13135,Loreen Bender,62,68,59,49,65,48,56,68,68,70,62,59,54,49,55,49,29,39,66,44,38,63,71,54,66,69,57,58,48,30,59,45,54,65,54,50,ST,2,2,Right,"168cm / 5'6""",57kg / 126lb,,19,Germany,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/loreen-bender/276507,,,,,
1485,1485,13135,Cerys Brown,62,78,31,56,60,59,57,82,74,45,32,27,25,28,43,45,61,43,60,60,61,58,71,72,58,59,52,62,48,59,60,57,65,50,59,59,RB,3,3,Right,"166cm / 5'5""",57kg / 126lb,"CB, LB",19,England,Barclays WSL,Chelsea,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cerys-brown/276883,,,,,
1486,1486,13135,Ainhoa Bascuñán,62,51,53,59,64,58,52,54,49,58,45,61,63,57,45,63,54,56,63,55,53,68,53,39,59,68,62,62,53,58,62,47,51,64,50,43,CM,2,3,Right,"169cm / 5'7""",58kg / 128lb,,20,Spain,Liga F,Levante UD,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ainhoa-bascunan/272017,,,,,
1487,1487,13135,Olivia Griffitts,62,57,41,58,60,61,61,58,57,43,35,52,43,40,40,57,59,49,60,59,57,59,59,66,59,61,58,59,59,60,63,60,63,59,62,60,RB,2,2,Right,"168cm / 5'6""",60kg / 132lb,,23,United States,NWSL,Utah Royals FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/olivia-griffitts/71807,,,,,
1488,1488,13135,Lotte Keukelaar,62,68,60,49,62,43,58,68,68,68,64,55,59,48,58,46,38,48,62,40,40,61,66,58,63,64,56,38,59,32,55,30,64,59,58,55,ST,2,2,Right,"169cm / 5'7""",59kg / 130lb,,18,Holland,Nederland Vrouwen Liga,Ajax,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lotte-keukelaar/277952,,,,,
1489,1489,13135,Melina Loeck,62,56,58,61,63,25,64,30,18,10,13,46,19,15,10,58,22,20,50,40,17,10,45,52,64,18,40,26,15,30,15,12,50,30,52,30,GK,3,1,Right,"180cm / 5'11""",74kg / 163lb,,24,Germany,Barclays WSL,Brighton,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/melina-loeck/70304,56.0,58.0,61.0,64.0,63.0
1490,1490,13135,Melissa Lowder,62,64,58,59,68,47,58,45,51,9,9,44,8,7,21,33,9,14,28,22,12,13,58,68,52,18,15,6,12,8,13,8,60,38,62,25,GK,2,1,Right,"172cm / 5'8""",66kg / 146lb,,27,United States,NWSL,Bay FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/melissa-lowder/270080,64.0,58.0,59.0,58.0,68.0
1491,1491,13135,Amaia Martínez,62,60,36,57,50,63,63,59,60,45,37,34,31,35,45,58,50,37,69,52,34,40,54,34,45,64,59,64,50,60,70,65,60,64,67,50,CB,2,2,Right,"167cm / 5'6""",58kg / 128lb,CDM,20,Spain,Liga F,RCD Espanyol,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amaia-martinez/272126,,,,,
1492,1492,13135,Georgia Mullett,62,61,63,50,65,31,58,64,59,62,63,65,65,62,52,58,32,54,59,41,56,65,68,70,60,66,53,32,58,21,31,29,64,65,60,45,ST,3,3,Right,"162cm / 5'4""",51kg / 112lb,,18,England,Barclays WSL,Aston Villa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/georgia-mullett/277983,,,,,
1493,1493,13135,Andrea Recio,62,65,55,60,62,53,57,66,64,57,58,47,59,45,55,58,50,53,72,58,46,61,60,63,66,64,57,59,41,45,65,40,52,60,59,50,RM,3,3,Right,"169cm / 5'7""",56kg / 123lb,"ST, LM, RW",24,Spain,Arkema PL,FC Nantes,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-recio/73678,,,,,
1494,1494,13135,Chloe Ricketts,62,64,55,61,64,42,49,67,62,64,55,60,53,50,42,63,55,49,67,59,48,64,64,54,62,68,45,45,50,37,42,40,45,70,34,60,CM,3,2,Right,"155cm / 5'1""",54kg / 119lb,,17,United States,NWSL,Washington Spirit,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chloe-ricketts/274806,,,,,
1495,1495,13135,Eva Schatzer,62,67,46,49,63,62,62,68,67,32,50,45,44,39,46,41,31,42,63,58,38,62,68,71,56,65,54,62,58,59,67,59,67,59,64,61,CDM,3,3,Left,"167cm / 5'6""",60kg / 132lb,,19,Italy,Calcio A Femminile,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eva-schatzer/273001,,,,,
1496,1496,13135,Maj Schneider,62,50,51,52,61,61,44,48,52,48,55,54,45,28,55,39,60,37,63,45,35,61,33,94,64,65,50,63,57,65,59,55,41,64,32,52,RB,2,2,Right,"165cm / 5'5""",55kg / 121lb,,17,Germany,GPFBL,SC Freiburg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maj-schneider/72333,,,,,
1497,1497,13135,Jalysa Stechemesser,62,61,40,50,52,62,57,63,59,39,40,50,33,23,50,36,58,31,62,40,33,47,60,52,63,57,42,61,63,66,59,57,65,60,57,50,LB,2,2,Right,"170cm / 5'7""",60kg / 132lb,,17,Germany,GPFBL,Carl Zeiss Jena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jalysa-stechemesser/73716,,,,,
1498,1498,13955,Isa Álvarez,61,59,41,55,51,59,64,63,55,34,34,61,39,32,49,41,51,41,71,55,34,41,52,68,61,61,61,66,51,54,62,60,65,49,71,64,CB,2,2,Left,"175cm / 5'9""",69kg / 152lb,,25,Spain,Liga F,Granada CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/isa-alvarez/277573,,,,,
1499,1499,13955,Féerine Belhadj,61,60,54,61,67,41,58,39,44,8,11,46,8,8,16,38,12,13,27,22,14,12,41,58,57,15,22,14,9,11,14,11,58,30,68,25,GK,2,1,Left,"165cm / 5'5""",65kg / 143lb,,19,France,Arkema PL,OL,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/feerine-belhadj/264893,60.0,54.0,61.0,58.0,67.0
1500,1500,13955,Léa Bourgain,61,62,59,56,63,52,55,66,58,60,56,70,60,48,47,57,43,45,62,63,53,65,61,66,60,62,55,56,55,45,58,45,61,59,56,45,CM,2,3,Right,"171cm / 5'7""",61kg / 134lb,,20,France,Arkema PL,Stade de Reims,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lea-bourgain/277200,,,,,
1501,1501,13955,Asia Bragonzi,61,69,60,52,66,30,62,69,69,59,61,58,58,57,64,47,33,53,62,60,43,66,67,60,60,68,57,18,43,29,33,32,57,59,68,52,ST,3,2,Right,"171cm / 5'7""",63kg / 139lb,,23,Italy,Calcio A Femminile,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/asia-bragonzi/267102,,,,,
1502,1502,13955,Nerea Carmona,61,51,35,58,53,63,53,53,50,31,32,41,35,31,42,51,43,41,74,61,35,45,52,52,51,65,61,61,62,62,65,60,60,50,55,51,CB,2,2,Right,"170cm / 5'7""",60kg / 132lb,,18,Spain,Liga F,Levante Badalona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nerea-carmona/278313,,,,,
1503,1503,13955,Laura Coronado,61,61,59,55,61,35,60,31,40,6,9,41,6,6,12,34,9,11,16,11,11,12,22,31,59,18,15,10,8,7,14,11,36,21,32,17,GK,2,1,Right,"170cm / 5'7""",60kg / 132lb,,21,Spain,Liga F,Levante Badalona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laura-coronado/274075,61.0,59.0,55.0,60.0,61.0
1504,1504,13955,Núria Escoms,61,48,54,57,65,58,57,66,33,59,45,66,64,58,44,64,53,55,57,55,62,69,50,40,57,69,61,61,52,59,61,46,59,63,58,44,CM,2,3,Left,"166cm / 5'5""",51kg / 112lb,,18,Spain,Liga F,Levante UD,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nuria-escoms/272018,,,,,
1505,1505,13955,Maria Gabaldón,61,55,40,57,55,63,50,59,52,45,35,41,47,43,42,51,57,41,66,59,37,51,37,41,59,66,61,63,61,61,66,64,62,33,56,51,CB,2,2,Right,"164cm / 5'5""",54kg / 119lb,,20,Spain,Liga F,Levante UD,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maria-gabaldon/272019,,,,,
1506,1506,13955,Pilar Garrote,61,51,63,63,64,56,48,37,63,65,65,60,61,59,60,55,57,51,70,68,62,65,53,52,55,70,70,50,66,66,50,45,50,36,49,60,CM,3,3,Right,"158cm / 5'2""",58kg / 128lb,CAM,27,Spain,Liga F,Levante Badalona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pilar-garrote/272162,,,,,
1507,1507,13955,Faye Kirby,61,58,63,60,59,32,60,32,32,13,10,45,11,10,18,36,17,18,31,25,15,11,31,43,57,16,40,11,12,13,16,15,50,28,54,25,GK,3,1,Right,"173cm / 5'8""",65kg / 143lb,,20,England,Barclays WSL,Liverpool,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/faye-kirby/271821,58.0,63.0,60.0,60.0,59.0
